,City,Cuisine,Name,Locality,Address,Price range,Cost for two,Currency,User rating,Number of votes,Menu url,ID
119,Bratislava,"Pizza, Czech, Slovak",Pub u Zeleného Stromu,Staré Mesto,"Vysoká 26 (Obchodná 43-45), Staré Mesto, Bratislava I",4,25,€,2.8,122,https://www.zomato.com/bratislava/pub-u-zeleného-stromu-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507950
120,Bratislava,"Ice Cream, Desserts",Koun,Staré Mesto,"Paulínyho 1, Staré Mesto, Bratislava I",1,6,€,4.8,105,https://www.zomato.com/bratislava/koun-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516584
121,Bratislava,Slovak,Slovak pub,Staré Mesto,"Obchodná 62, Staré Mesto, Bratislava I",4,27,€,3.0,139,https://www.zomato.com/bratislava/slovak-pub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507643
122,Bratislava,Burger,Regal Burger,Staré Mesto,"Palackého 4, Staré Mesto, Bratislava I",3,16,€,4.0,107,https://www.zomato.com/bratislava/regal-burger-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16517005
123,Bratislava,"Burger, Slovak",Bistro St. Germain,Staré Mesto,"Rajská 7, Staré Mesto, Bratislava I",3,22,€,3.8,77,https://www.zomato.com/bratislava/bistro-st-germain-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16511040
124,Bratislava,Italian,La Cantina Central,"OC Central, Ružinov","OC Central, 2. poschodie, Metodova 6, Ružinov, Bratislava II",2,10,€,3.6,74,https://www.zomato.com/bratislava/la-cantina-central-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508155
125,Bratislava,"Pizza, Italian",Nostalgia,Ružinov,"Súťažná 18, Ružinov, Bratislava II",4,25,€,4.1,65,https://www.zomato.com/bratislava/nostalgia-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508075
126,Bratislava,"Slovak, Czech, Grill",Reštaurácia Divný Janko,Staré Mesto,"Jozefská 2, Staré Mesto, Bratislava I",3,20,€,4.0,96,https://www.zomato.com/bratislava/reštaurácia-divný-janko-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518142
127,Bratislava,Asian,Bistro Phong Nam,"Trhovisko Miletičova, Ružinov","Trhovisko Miletičova, Ružinov, Bratislava II",3,14,€,4.5,71,https://www.zomato.com/bratislava/bistro-phong-nam-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518479
128,Bratislava,"Grill, Slovak",Centrálna klubovňa,Ružinov,"Krížna 64, Ružinov, Bratislava II",4,30,€,3.1,78,https://www.zomato.com/bratislava/centrálna-klubovňa-1-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16505514
129,Bratislava,"Slovak, Italian",Idyla Cafe & Restaurant,Ružinov,"Miletičova 24, Ružinov, Bratislava II",4,27,€,4.3,76,https://www.zomato.com/bratislava/idyla-cafe-restaurant-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507772
130,Bratislava,"Sushi, Japanese",Geisha Sushi,Nové Mesto,"Bajkalská 9, Bratislava",4,25,€,4.7,59,https://www.zomato.com/bratislava/geisha-sushi-nové-mesto-bratislava-iii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507962
131,Bratislava,Slovak,U Kubistu,Staré Mesto,"Grösslingová 26, Staré Mesto, Bratislava I",4,25,€,4.4,55,https://www.zomato.com/bratislava/u-kubistu-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508158
132,Bratislava,Cafe,Urban House,Staré Mesto,"Laurinská 14, Staré Mesto, Bratislava I",3,20,€,4.3,68,https://www.zomato.com/bratislava/urban-house-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16514112
133,Bratislava,"Grill, Slovak",Petržalská Klubovňa,Petržalka,"Starohájska 2, Petržalka, Bratislava V",4,30,€,4.1,48,https://www.zomato.com/bratislava/petržalská-klubovňa-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17839556
134,Bratislava,"Grill, Czech, Slovak",Patrónsky pivovar,Karlova Ves,"Brnianska 57, Karlova Ves, Bratislava IV",4,25,€,4.3,70,https://www.zomato.com/bratislava/patrónsky-pivovar-karlova-ves-bratislava-iv/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507952
135,Bratislava,"Indian, Asian, Thai",Green Buddha,Staré Mesto,"Zelená 4, Staré Mesto, Bratislava I",4,40,€,4.1,54,https://www.zomato.com/bratislava/green-buddha-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508055
136,Bratislava,"Grill, Pizza, Slovak, Italian, Czech",Pulitzer ®,Staré Mesto,"Župné námestie 7, Staré Mesto, Bratislava I",4,35,€,4.0,55,https://www.zomato.com/bratislava/pulitzer-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507667
137,Bratislava,Desserts,Lacinka,Staré Mesto,"Šancová 18, Staré Mesto, Bratislava I",1,3,€,4.9,73,https://www.zomato.com/bratislava/lacinka-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16524726
138,Bratislava,"Burger, Slovak, Steak",Minerva - Biss Burger,Staré Mesto,"Michalská 3, Staré Mesto, Bratislava I",3,24,€,4.5,59,https://www.zomato.com/bratislava/minerva-biss-burger-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508234
139,Bratislava,"Pizza, Slovak",Mamut Pub,Staré Mesto,"Cintorínska 32, Staré Mesto, Bratislava I",4,30,€,3.5,83,https://www.zomato.com/bratislava/mamut-pub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16510016
140,Bratislava,Slovak,Posedenie Na rohu,Vrakuňa,"Čiližská 1/A, Vrakuňa, Bratislava II",3,20,€,4.2,62,https://www.zomato.com/posedenienarohu/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17839548
141,Bratislava,"Burger, Steak, Slovak",FABRIKA the beer pub,Staré Mesto,"Štefánikova 4, Staré Mesto, Bratislava I",4,30,€,3.9,48,https://www.zomato.com/bratislava/fabrika-the-beer-pub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508233
142,Bratislava,"Burger, Healthy Food, Slovak",Re:fresh restaurant,Staré Mesto,"Ventúrska 5, Staré Mesto, Bratislava I",4,28,€,3.9,53,https://www.zomato.com/bratislava/re-fresh-restaurant-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16517976
143,Bratislava,"French, Cafe",Pán cakes,Staré Mesto,"Suché mýto 4, Staré Mesto, Bratislava I",2,8,€,4.3,45,https://www.zomato.com/bratislava/pán-cakes-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18146423
144,Bratislava,"Burger, American",Elephant Diner,Rača,"Púchovská 12, Rača, Bratislava III",3,20,€,4.4,78,https://www.zomato.com/bratislava/elephant-diner-rača-bratislava-iii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16517004
145,Bratislava,"Grill, Burger",Estévéčka,Karlova Ves,"Staré grunty 23, Karlova Ves, Bratislava IV",3,16,€,3.9,69,https://www.zomato.com/bratislava/estévéčka-karlova-ves-bratislava-iv/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16509514
146,Bratislava,"Slovak, Italian, Pizza",Gatto Matto Trattoria,Rusovce,"Maďarská 1/a, Rusovce, Bratislava V",4,35,€,4.1,42,https://www.zomato.com/bratislava/gatto-matto-trattoria-rusovce-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18283435
147,Bratislava,"Grill, Italian, Slovak",BERG restaurant,Petržalka,"Údernícka 24, Petržalka, Bratislava V",4,25,€,4.3,59,https://www.zomato.com/bratislava/berg-restaurant-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507995
148,Bratislava,"Austrian, Slovak",Zylinder,Staré Mesto,"Hviezdoslavovo námestie 19, Staré Mesto, Bratislava I",4,35,€,4.1,41,https://www.zomato.com/bratislava/zylinder-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508154
149,Bratislava,"Slovak, Grill, Pizza",Alfa,Petržalka,"Jiráskova 1, Petržalka, Bratislava V",3,20,€,2.7,86,https://www.zomato.com/bratislava/alfa-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507678
150,Bratislava,"Slovak, Balkans, Pizza",Grémium,Staré Mesto,"Gorkého 11, Staré Mesto, Bratislava I",4,30,€,3.6,36,https://www.zomato.com/bratislava/grémium-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507858
151,Bratislava,"Sushi, Japanese, Thai, Asian, Seafood",Fou Zoo,Petržalka,"Ševčenkova 34, Petržalka, Bratislava V",4,100,€,3.9,40,https://www.zomato.com/bratislava/fou-zoo-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507963
152,Bratislava,"Burger, Mediterranean",Lochness Scottish Pub,Staré Mesto,"Sedlárska 4, Staré Mesto, Bratislava I",4,50,€,3.7,46,https://www.zomato.com/bratislava/lochness-scottish-pub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508038
153,Bratislava,Slovak,Bratislavský meštiansky pivovar,Staré Mesto,"Drevená 8, Staré Mesto, Bratislava I",4,28,€,4.1,56,https://www.zomato.com/bratislava/bratislavský-meštiansky-pivovar-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16514755
154,Bratislava,"Healthy Food, Slovak, Asian",Korzo Café & Restaurant,Staré Mesto,"Hviezdoslavovo námestie 3, Staré Mesto, Bratislava I",4,45,€,3.9,29,https://www.zomato.com/bratislava/korzo-café-restaurant-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508125
155,Bratislava,"Grill, Slovak",Ventúrska Klubovňa,Staré Mesto,"Ventúrska 1, Staré Mesto, Bratislava I",4,35,€,4.0,42,https://www.zomato.com/bratislava/ventúrska-klubovňa-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508245
156,Bratislava,"Mediterranean, Italian, Burger",Savage Garden restaurant,Staré Mesto,"Námestie slobody 17, Staré Mesto, Bratislava ",4,44,€,4.4,46,https://www.zomato.com/bratislava/savage-garden-restaurant-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518347
157,Bratislava,"Slovak, Czech, Austrian, Hungarian",Francúzska Reštaurácia - Hotel Devín,Staré Mesto,"Hotel Devín, Riečna 4, Staré Mesto, Bratislava I",4,30,€,3.9,23,https://www.zomato.com/bratislava/francúzska-reštaurácia-hotel-devín-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507719
158,Bratislava,Slovak,KGB,Staré Mesto,"Obchodná 52, Staré Mesto, Bratislava I",4,25,€,3.7,65,https://www.zomato.com/bratislava/kgb-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507649
159,Bratislava,"Slovak, Italian",Engerau restaurant,Petržalka,"Osuského 1, Petržalka, Bratislava V",3,20,€,4.1,60,https://www.zomato.com/bratislava/engerau-restaurant-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507706
160,Bratislava,"Pizza, Italian",Pizzeria Rotunda Restaurant,Ružinov,"Martinčekova 17, Ružinov, Bratislava II",3,20,€,3.3,60,https://www.zomato.com/bratislava/pizzeria-rotunda-restaurant-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507775
161,Bratislava,Indian,Maharadža,Ružinov,"Komárnická 11, Ružinov, Bratislava II",3,20,€,3.9,45,https://www.zomato.com/bratislava/maharadža-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508073
162,Bratislava,Slovak,Gastro u Jakuba,Staré Mesto,"Námestie SNP, Staré Mesto, Bratislava I",3,12,€,3.6,45,https://www.zomato.com/bratislava/gastro-u-jakuba-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507749
163,Bratislava,Cafe,Mondieu,Staré Mesto,"Panská 27, Staré Mesto, Bratislava I",3,16,€,4.3,48,https://www.zomato.com/bratislava/mondieu-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516050
164,Bratislava,Slovak,Beer Arena Šancová,Staré Mesto,"Šancová 5, Staré Mesto, Bratislava I",4,30,€,3.9,54,https://www.zomato.com/bratislava/beer-arena-šancová-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508251
165,Bratislava,"Grill, Slovak",Umelka,Staré Mesto,"Dostojevského rad 2, Staré Mesto, Bratislava I",4,25,€,3.6,48,https://www.zomato.com/bratislava/umelka-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507701
166,Bratislava,Slovak,Presto B5,Ružinov,"Plynárenská 7/B, Ružinov, Bratislava II",2,10,€,2.9,54,https://www.zomato.com/bratislava/presto-b5-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507676
167,Bratislava,Vietnamese,Papaya,Staré Mesto,"Námestie 1. mája 15, Staré Mesto, Bratislava I",3,18,€,4.3,46,https://www.zomato.com/bratislava/papaya-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518139
168,Bratislava,"Slovak, Burger, Pizza, Italian",Great Club & Restaurant,Staré Mesto,"Suché mýto 6, Staré Mesto, Bratislava I",3,22,€,3.9,31,https://www.zomato.com/bratislava/great-club-restaurant-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18336342
169,Bratislava,Italian,Al Faro,"OC Eurovea, Staré Mesto","OC Eurovea, prízemie, Pribinova 8, Staré Mesto, Bratislava I",4,30,€,4.5,47,https://www.zomato.com/bratislava/al-faro-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16511063
170,Bratislava,"Cafe, Crepes",Funki Punki,Staré Mesto,"Klariská 12, Staré Mesto, Bratislava I",2,11,€,4.0,43,https://www.zomato.com/bratislava/funki-punki-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516306
171,Bratislava,"Slovak, Mediterranean, Asian, French",UFO,Petržalka,"Most SNP 1, Petržalka, Bratislava V",4,99,€,4.0,49,https://www.zomato.com/bratislava/ufo-1-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507914
172,Bratislava,"Thai, Vietnamese",Bamboo,Karlova Ves,"Majerníkova 36a, Karlova Ves, Bratislava IV",3,20,€,4.2,55,https://www.zomato.com/bratislava/bamboo-karlova-ves-bratislava-iv/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18273244
173,Bratislava,"Grill, Czech, Slovak",Beer Palace,Staré Mesto,"Gorkého 5, Staré Mesto, Bratislava I",4,35,€,3.5,47,https://www.zomato.com/bratislava/beer-palace-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507959
174,Bratislava,"Slovak, Czech",AQA Restaurant & Pub,Staré Mesto,"Fazuľová 5, Staré Mesto, Bratislava I",3,20,€,3.7,30,https://www.zomato.com/bratislava/aqa-restaurant-pub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507637
175,Bratislava,"Czech, Slovak",Kolkovna,"OC Eurovea, Staré Mesto","OC Eurovea, prízemie, Pribinova 8, Staré Mesto, Bratislava I",4,30,€,4.0,45,https://www.zomato.com/bratislava/kolkovna-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16511044
176,Bratislava,"Slovak, Grill",Ružinovská Klubovňa,Ružinov,"Herlianská 6, Ružinov, Bratislava II",4,30,€,3.6,41,https://www.zomato.com/bratislava/ružinovská-klubovňa-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16547756
177,Bratislava,"Italian, Pizza",Jedna Báseň,Karlova Ves,"Pribišova 6, Karlova Ves, Bratislava IV",4,27,€,4.3,41,https://www.zomato.com/bratislava/jedna-báseň-karlova-ves-bratislava-iv/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18283422
178,Bratislava,Slovak,Staromestský pub & restaurant,Staré Mesto,"Grösslingová 24, Staré Mesto, Bratislava I",3,20,€,3.8,37,https://www.zomato.com/bratislava/staromestský-pub-restaurant-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508210
179,Bratislava,Slovak,"A-klub, Akademický klub",Staré Mesto,"Štúrova 9, Staré Mesto, Bratislava I",3,23,€,3.9,37,https://www.zomato.com/bratislava/a-klub-akademický-klub-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507657
180,Bratislava,"Italian, Mediterranean",Primi River Lounge,"OC Eurovea, Staré Mesto","OC Eurovea, prízemie, Pribinova 8, Staré Mesto, Bratislava I",4,45,€,2.8,55,https://www.zomato.com/bratislava/primi-river-lounge-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507931
181,Bratislava,"Burger, Fast Food",Regal Burger,"OC Eurovea, Staré Mesto","OC Eurovea, 1. poschodie, Pribinova 8, Staré Mesto, Bratislava I",3,20,€,4.0,49,https://www.zomato.com/bratislava/regal-burger-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16511049
182,Bratislava,Cafe,Foxford,Staré Mesto,"Obchodná 26, Staré Mesto, Bratislava I",3,12,€,4.0,43,https://www.zomato.com/bratislava/foxford-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518108
183,Bratislava,Slovak,Mlyn - Restaurant,Ružinov,"Stará Prievozská, Ružinov, Bratislava II",3,23,€,3.4,51,https://www.zomato.com/bratislava/mlyn-restaurant-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516299
184,Bratislava,Desserts,Luculus,Staré Mesto,"Hviezdoslavovo námestie 16, Staré Mesto, Bratislava I",3,12,€,4.6,42,https://www.zomato.com/bratislava/luculus-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516984
185,Bratislava,Italian,Kubu,"Aupark, Petržalka","Aupark, prízemie, Einsteinova 18, Petržalka, Bratislava V",4,30,€,3.9,40,https://www.zomato.com/bratislava/kubu-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507977
186,Bratislava,"Pizza, Italian, Slovak",Olive Tree,Staré Mesto,"Vysoká 14, Staré Mesto, Bratislava I",3,24,€,3.7,32,https://www.zomato.com/bratislava/olive-tree-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507899
187,Bratislava,Healthy Food,Veg life,Staré Mesto,"Mickiewiczova 18, Staré Mesto, Bratislava I",3,14,€,3.8,25,https://www.zomato.com/bratislava/veg-life-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508074
188,Bratislava,"Slovak, Mediterranean",Reštaurácia Tenis,Staré Mesto,"Pri Habánskom mlyne 7, Staré Mesto, Bratislava I",4,25,€,3.9,39,https://www.zomato.com/bratislava/reštaurácia-tenis-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16516913
189,Bratislava,Slovak,Starosloviensky pivovar,Staré Mesto,"Vysoká 15, Staré Mesto, Bratislava I",3,20,€,3.9,35,https://www.zomato.com/bratislava/starosloviensky-pivovar-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518474
190,Bratislava,"Slovak, Grill",Vivendy,Nové Mesto,"Robotnícka 10, Nové Mesto, Bratislava",3,20,€,4.1,47,https://www.zomato.com/bratislava/vivendy-nové-mesto-bratislava-iii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507731
191,Bratislava,"Thai, Mediterranean",Sky,Staré Mesto,"Hviezdoslavovo námestie 7, Staré Mesto, Bratislava I",4,50,€,3.9,34,https://www.zomato.com/bratislava/sky-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507951
192,Bratislava,"Pizza, Italian",Primo Amore Pizzeria,Staré Mesto,"Kollárovo námestie 17, Staré Mesto, Bratislava I",3,15,€,3.8,34,https://www.zomato.com/bratislava/primo-amore-pizzeria-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507848
193,Bratislava,"Hungarian, Slovak, Italian, Pizza",Jarovský Dvor,Jarovce,"Mandľová 48, Jarovce, Bratislava V",4,30,€,3.6,41,https://www.zomato.com/bratislava/jarovský-dvor-jarovce-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507723
194,Bratislava,Slovak,Jedáleň u Mara,Staré Mesto,"Grösslingová 39, Staré Mesto, Bratislava I",2,9,€,4.1,42,https://www.zomato.com/bratislava/jedáleň-u-mara-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508157
195,Bratislava,"Pizza, Burger, Mexican, Italian, Slovak",Astra pub,Ružinov,"Martinčekova 33, Ružinov, Bratislava II",3,20,€,3.4,34,https://www.zomato.com/bratislava/astra-pub-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508164
196,Bratislava,"Asian, Healthy Food",Soho,"Aupark, Petržalka","Aupark, Einsteinova 18, Petržalka, Bratislava V",3,20,€,3.9,37,https://www.zomato.com/bratislava/soho-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18283455
197,Bratislava,Slovak,Pasta & Schnitzel - Teta,Staré Mesto,"Dunajská 2, Staré Mesto, Bratislava I",2,8,€,3.8,43,https://www.zomato.com/bratislava/pasta-schnitzel-teta-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507668
198,Bratislava,Slovak,Verne,Staré Mesto,"Hviezdoslavovo námestie 18, Staré Mesto, Bratislava I",4,25,€,3.2,44,https://www.zomato.com/bratislava/verne-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507713
