IATA,Airport,Location,Area,Passenger Role,2010,2011,2012,2013,2014,2015,2016,2017
GOA,Cristoforo Colombo Airport,Genoa,italy,Small,0.0,0.0,0.0,0.0,0.0,1363240.0,0.0,0.0
GOH,Nuuk Airport,Nuuk,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOI,Goa International Airport,Goa,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOJ,Strigino Airport,Nizhny Novgorod,russia,Small,0.0,0.0,0.0,0.0,0.0,952078.0,0.0,0.0
GOM,Goma International Airport,Goma,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOT,Göteborg Landvetter Airport,Gothenburg,nordics,Medium,4133299.0,4906639.0,4854888.0,5004093.0,5207737.0,6162456.0,6369396.0,6758520.0
GRB,Green Bay–Austin Straubel International Airport,Green Bay,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRO,Girona-Costa Brava Airport,Girona,spain,Medium,4863954.0,0.0,0.0,0.0,0.0,1775318.0,0.0,0.0
GRQ,Groningen Airport Eelde,Groningen,netherlands,Non-Hub,0.0,0.0,0.0,0.0,0.0,220710.0,0.0,0.0
GRU,São Paulo-Guarulhos International Airport,São Paulo,south_america,Large,27432346.0,30371131.0,32477646.0,36460923.0,39765714.0,39213865.0,0.0,0.0
GRV,Grozny Airport,Grozny,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRX,Granada Airport,Granada,spain,Small,0.0,0.0,0.0,0.0,0.0,707268.0,0.0,0.0
GRZ,Graz Airport,Graz,austria,Small,0.0,0.0,0.0,0.0,0.0,963396.0,0.0,0.0
GSE,Gothenburg City Airport,Gothenburg,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,2121.0,0.0,0.0
GSM,Dayrestan Airport,Qeshm,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUA,La Aurora International Airport,Guatemala City,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUM,Antonio B. Won Pat International Airport,Hagåtña,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUW,Atyrau Airport,Atyrau,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVA,Geneva International Airport,Geneva,switzerland,Medium,0.0,13111741.0,13899422.0,14436149.0,15152927.0,15772081.0,0.0,0.0
GWD,Gwadar International Airport,Gwadar,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GXF,Seiyun Airport,Seiyun,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYD,Heydar Aliyev International Airport,Baku,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYE,José Joaquín de Olmedo International Airport,Guayaquil,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYN,Santa Genoveva Airport,Goiânia,south_america,Small,0.0,0.0,0.0,0.0,0.0,3312290.0,0.0,0.0
GZT,Oğuzeli Airport,Gaziantep,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAH,Prince Said Ibrahim International Airport,"Moroni, Comoros",east_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAJ,Langenhagen Airport,Hanover,germany,Medium,5059800.0,5340264.0,5287831.0,5234909.0,5291882.0,5452669.0,5408814.0,5870104.0
HAK,Haikou Meilan International Airport,Haikou,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,18803800.0,22584815.0
HAM,Hamburg Airport,Hamburg,germany,Medium,12962429.0,13558261.0,13697402.0,13502553.0,14760280.0,15610072.0,16224154.0,17622997.0
HAN,Noi Bai International Airport,Hanoi,southeast_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20596632.0,23068227.0
HAU,Haugesund Airport,Haugesund,nordics,Small,0.0,0.0,0.0,0.0,0.0,659937.0,0.0,0.0
HAV,José Martí International Airport,Havana,carribean,Medium,0.0,0.0,0.0,0.0,0.0,4067980.0,0.0,0.0
HBA,Hobart International Airport,Hobart,oceania,Small,0.0,0.0,0.0,0.0,0.0,2186358.0,0.0,2440792.0
HBE,Borg El Arab Airport,Alexandria,north_africa,Small,0.0,0.0,1974678.0,0.0,2501704.0,0.0,2642059.0,2207723.0
HDY,Hat Yai International Airport,Hat Yai,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEA,Herat International Airport,Herat,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEL,Helsinki-Vantaa Airport,Helsinki,nordics,Medium,0.0,0.0,14858215.0,15278994.0,15948760.0,16422266.0,0.0,0.0
HER,Heraklion International Airport,Heraklion,greece,Medium,4907337.0,5247007.0,5052043.0,5778764.0,6024958.0,6057355.0,6742746.0,7480408.0
HFA,Haifa Airport,Haifa,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFE,Hefei Xinqiao International Airport,Hefei,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGA,Hargeisa Airport,Hargeisa,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,31595000.0,35570411.0
HHN,Frankfurt-Hahn Airport,Frankfurt,germany,Small,3493451.0,0.0,0.0,0.0,0.0,2665105.0,0.0,0.0
HIJ,Hiroshima Airport,Hiroshima,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIR,Honiara International Airport,Honiara,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKD,Hakodate Airport,Hakodate,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKG,Hong Kong International Airport,Hong Kong,east_asia,Large,50348960.0,53328613.0,56064248.0,59609414.0,63121786.0,68488000.0,70502000.0,72921000.0
HKT,Phuket International Airport,Phuket Province,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA,Lanseria International Airport,Johannesburg,southern_africa,Small,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLE,Saint Helena Airport,Saint Helena,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMB,Sohag International Airport,Sohag,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HME,Oued Irara Airport,Hassi Messaoud,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMO,Hermosillo International Airport,Hermosillo,north_america,Small,0.0,0.0,0.0,0.0,1326200.0,1349300.0,0.0,0.0
HND,Haneda International Airport,Tōkyō\Yokohama,east_asia,Large,64211074.0,62584826.0,67788722.0,68906636.0,72826565.0,75316718.0,79699762.0,0.0
HNL,Honolulu International Airport,Honolulu,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19869707.0
HOG,Frank País Airport,Holguín,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,William P. Hobby Airport,Houston,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13283565.0
HPH,Cat Bi International Airport,Haiphong,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRB,Harbin Taiping International Airport,Harbin,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRE,Robert Gabriel Mugabe International Airport,Harare,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRG,Hurghada International Airport,Hurghada,north_africa,Medium,8062652.0,5875423.0,7135972.0,5782566.0,7223136.0,0.0,2906907.0,4730232.0
HRi,Mattala Rajapaksa International Airport,Hambantota,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSK,Huesca-Pirineos Airport,Huesca,spain,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSN,Zhoushan Putuoshan Airport,Zhoushan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSV,Huntsville International Airport,Huntsville (AL),united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTA,Kadala Airport,Chita,russia,Small,0.0,0.0,0.0,0.0,0.0,2117000.0,0.0,0.0
HUI,Phu Bai International Airport,Huế,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUX,Bahías de Huatulco International Airport,Huatulco,north_america,Small,0.0,0.0,0.0,0.0,542271.0,618767.0,0.0,0.0
HUZ,Huizhou Pingtan Airport,Huizhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYD,Rajiv Gandhi International Airport,Hyderabad,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAD,Washington Dulles International Airport,Washington D.C.,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21498902.0
IAH,George Bush Intercontinental Airport,Houston,united_states,Large,40479569.0,40128953.0,40022736.0,39865325.0,41239700.0,43023224.0,41622594.0,43023224.0
IAR,Tunoshna Airport,Yaroslavl,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAS,Iași International Airport,Iași,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBZ,Ibiza Airport,Ibiza,spain,Medium,5040800.0,5643180.0,5555048.0,5726579.0,6212198.0,6477283.0,7416368.0,7903892.0
ICN,Incheon International Airport,Incheon,east_asia,Large,33605579.0,35191825.0,39154375.0,41679758.0,45662322.0,49412750.0,57849814.0,62082032.0
IDR,Devi Ahilya Bai Holkar International Airport,Indore,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFN,Isfahan International Airport,Isfahan,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGR,Cataratas del Iguazú International Airport,Puerto Iguazú,south_america,Small,0.0,0.0,0.0,0.0,0.0,716124.0,0.0,0.0
IGU,Cataratas International Airport,Foz do Iguaçu,south_america,Small,0.0,0.0,0.0,0.0,0.0,2177725.0,0.0,0.0
IKA,Tehran Imam Khomeini International Airport,Tehran,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKT,Irkutsk Airport,Irkutsk,russia,Small,0.0,0.0,0.0,0.0,0.0,1112428.0,0.0,0.0
ILD,Alguaire Airport,Lleida,spain,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILO,Iloilo International Airport,Iloilo City,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILZ,Žilina Airport,Žilina,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMF,Imphal International Airport,Imphal,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INC,Yinchuan Hedong International Airport,Yinchuan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,Indianapolis International Airport,Indianapolis,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8770308.0
INH,Inhambane Airport,Inhambane,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INI,Niš Constantine the Great Airport,Niš,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INN,Innsbruck Airport,Innsbruck,austria,Small,0.0,0.0,0.0,0.0,991356.0,0.0,0.0,0.0
INU,Nauru International Airport,Yaren,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV,Inverness Airport,Inverness,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,612725.0,0.0,0.0
IOM,Isle of Man Airport,Isle of Man,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPC,Mataveri International Airport,Hanga Roa,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPH,Sultan Azlan Shah Airport,Ipoh,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISB,Benazir Bhutto International Airport,Islamabad,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IST,Atatürk International Airport,Istanbul,europe_misc,Large,32165817.0,37406025.0,45091962.0,51172626.0,56767108.0,61836781.0,60248741.0,0.0
ISU,Sulaimaniyah International Airport,Sulaymaniyah,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITO,Hilo International Airport,Hilo,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306000.0
IUE,Niue International Airport,Alofi,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXB,Bagdogra International Airport,Siliguri,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXC,Chandigarh International Airport,Chandigarh,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXE,Mangalore International Airport,Mangalore,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXM,Madurai International Airport,Madurai,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXR,Birsa Munda Airport,Ranchi,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IXZ,Veer Savarkar International Airport,Andaman & Nicobar Islands,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAI,Jaipur International Airport,Jaipur,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAV,Ilulissat Airport,Ilulissat,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAX,Jacksonville International Airport,Jacksonville,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JED,King Abdulaziz International Airport,Jeddah,middle_east,Large,0.0,0.0,0.0,0.0,0.0,0.0,31003000.0,33917282.0
JER,Jersey Airport,Jersey,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JFK,John F. Kennedy International Airport,New York City,united_states,Large,46514154.0,47644060.0,49293587.0,50413204.0,53254533.0,56827154.0,58813103.0,59345421.0
JHB,Senai International Airport,Johor Bahru,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIB,Djibouti–Ambouli International Airport,Djibouti City,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJN,Quanzhou Jinjiang International Airport,Quanzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JKH,Chios Island National Airport,Chios Island,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,195183.0,0.0,0.0
JMK,Mykonos Island National Airport,Mykonos Island,greece,Small,0.0,0.0,0.0,0.0,0.0,876057.0,0.0,0.0
JNB,OR Tambo International Airport,Johannesburg,southern_africa,Large,18383549.0,18922346.0,0.0,18792857.0,0.0,0.0,0.0,0.0
JNU,Juneau International Airport,Juneau,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOG,Adisucipto International Airport,Yogyakarta,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPA,Presidente Castro Pinto International Airport,João Pessoa,south_america,Small,0.0,0.0,0.0,0.0,0.0,1463315.0,0.0,0.0
JRO,Kilimanjaro International Airport,Hai District,east_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,785747.0,0.0
JSI,Skiathos Island National Airport,Skiathos Island,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,353083.0,0.0,0.0
JTR,Santorini (Thira) National Airport,Santorini,greece,Small,0.0,0.0,0.0,0.0,0.0,1495890.0,0.0,0.0
JUB,Juba International Airport,Juba,east_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAN,Mallam Aminu Kano International Airport,Kano,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAO,Kuusamo Airport,Kuusamo,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,68905.0,0.0,0.0
KBL,Hamid Karzai International Airport,Kabul,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBR,Sultan Ismail Petra Airport,Kota Bharu,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBV,Krabi International Airport,Krabi,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCH,Kuching International Airport,Kuching,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDH,Kandahar International Airport,Kandahar,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDI,Haluoleo Airport,Kendari,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDU,Skardu Airport,Skardu,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEF,Keflavik International Airport,Reykjavik,nordics,Medium,0.0,0.0,0.0,0.0,0.0,4858776.0,0.0,0.0
KGD,Khrabrovo Airport,Kaliningrad,russia,Small,0.0,0.0,0.0,0.0,0.0,1542360.0,0.0,0.0
KGF,Karaganda Airport,Karaganda,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGL,Kigali International Airport,Kigali,east_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGS,Kos Island International Airport,Kos Island,greece,Small,0.0,0.0,0.0,0.0,0.0,2143860.0,0.0,0.0
KHH,Kaohsiung International Airport,Kaohsiung,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHI,Jinnah International Airport,Karachi,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHN,Nanchang Changbei International Airport,Nanchang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHV,Khabarovsk Novy Airport,Khabarovsk,russia,Small,0.0,0.0,0.0,0.0,0.0,1821694.0,0.0,0.0
KIH,Kish Airport,Kish Island,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIJ,Niigata Airport,Niigata,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIN,Norman Manley International Airport,Kingston,carribean,Small,0.0,0.0,0.0,0.0,0.0,1502973.0,0.0,0.0
KIR,Kerry Airport,Kerry,ireland,Non-Hub,0.0,0.0,0.0,0.0,0.0,261637.0,0.0,0.0
KIS,Kisumu International Airport,Kisumu,east_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIV,Chişinău International Airport,Chişinău,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIX,Kansai International Airport,Osaka,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,25232279.0,27983093.0
KJA,Yemelyanovo International Airport,Krasnoyarsk,russia,Small,0.0,0.0,0.0,0.0,0.0,1804821.0,0.0,0.0
KKJ,New Kitakyushu Airport,Kitakyushu,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLO,Kalibo International Airport,Kalibo,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLU,Klagenfurt Airport,Klagenfurt,austria,Non-Hub,0.0,0.0,0.0,0.0,0.0,227625.0,0.0,0.0
KLV,Karlovy Vary Airport,Karlovy Vary,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLX,Kalamata International Airport,Kalamata,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,188209.0,0.0,0.0
KMG,Kunming Changshui International Airport,Kunming,east_asia,Large,0.0,0.0,0.0,0.0,0.0,37523345.0,41980515.0,44727691.0
KMQ,Komatsu Airport,Komatsu,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMU,Kismayo Airport,Kismayo,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNO,Kuala Namu International Airport,Medan,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOA,Kona International Airport,Kona,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283000.0
KOE,El Tari Airport,Kupang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOJ,Kagoshima Airport,Kagoshima,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOS,Sihanoukville International Airport,Sihanoukville,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPR,Captain Lakshmi Sehgal International Airport,Kanpur,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRK,John Paul II International Airport Kraków-Balice,Kraków,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRR,Pashkovsky Airport,Krasnodar,russia,Small,0.0,0.0,0.0,0.0,0.0,3128248.0,0.0,0.0
KRS,"Kristiansand Airport, Kjevik",Kristiansand,nordics,Small,0.0,0.0,0.0,0.0,0.0,1058231.0,0.0,0.0
KRT,Khartoum International Airport,Khartoum,north_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,3142751.0,0.0
KRW,Turkmenbashi International Airport,Turkmenbashi,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSA,Kosrae International Airport,Kosrae,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSC,Košice International Airport,Košice,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSN,Kostanay Airport,Kostanay,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSU,"Kristiansund Airport, Kvernberget",Kristiansund,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,366292.0,0.0,0.0
KTM,Tribhuvan International Airport,Kathmandu,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTN,Ketchikan International Airport,Ketchikan,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTT,Kittilä Airport,Kittilä,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,226819.0,0.0,0.0
KTW,Katowice International Airport,Katowice,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUF,Samara Kurumoch Airport,Samara,russia,Small,0.0,0.0,0.0,0.0,0.0,2208127.0,0.0,0.0
KUL,Kuala Lumpur International Airport,Kuala Lumpur,southeast_asia,Large,34087636.0,37704510.0,39887866.0,47498157.0,48930409.0,48938424.0,52640043.0,58554627.0
KUN,Kaunas Airport,Kaunas,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUO,Kuopio Airport,Kuopio,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,232267.0,0.0,0.0
KUT,Kutaisi International Airport,Kutaisi,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVA,Kavala International Airport,Kavala,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,243745.0,0.0,0.0
KVD,Ganja International Airport,Ganja,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWA,Bucholz Army Airfield,Kwajalein,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWE,Guiyang Longdongbao Airport,Guiyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWI,Kuwait International Airport,Kuwait,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWL,Guilin Liangjiang International Airport,Guilin,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYA,Konya Airport,Konya,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZN,Kazan Airport,Kazan,russia,Small,0.0,0.0,0.0,0.0,0.0,1794735.0,0.0,0.0
KZR,Zafer Airport,Kütahya,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAD,Quatro de Fevereiro Airport,Luanda,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAL,Lakeland Linder International Airport,Lakeland,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAN,Capital Region International Airport,Lansing,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384383.0
LAO,Laoag International Airport,Laoag,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAS,McCarran International Airport,Las Vegas,united_states,Large,39757359.0,40560285.0,41666527.0,41856787.0,42869517.0,45356580.0,47496614.0,48500194.0
LAX,Los Angeles International Airport,Los Angeles,united_states,Large,59070127.0,61862052.0,63688121.0,66702252.0,70663265.0,74937004.0,80921527.0,84557968.0
LBA,Leeds Bradford International Airport,Leeds/Bradford,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,3445332.0,0.0,0.0
LBC,Lübeck Airport,Lübeck,germany,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBD,Khujand Airport,Khujand,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBV,Libreville International Airport,Libreville,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,Larnaca International Airport,Larnaca,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCE,Golosón International Airport,La Ceiba,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCG,Alvedro Airport,A Coruña,spain,Small,0.0,0.0,0.0,0.0,0.0,1025688.0,0.0,0.0
LCJ,Łódź Władysław Reymont Airport,Łódź,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCK,Rickenbacker International Airport,Columbus (OH),united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266624.0
LCY,London City Airport,London,united_kingdom,Medium,0.0,0.0,0.0,0.0,3647824.0,4319301.0,4538913.0,4530439.0
LDY,City of Derry Airport,Derry,united_kingdom,Non-Hub,0.0,0.0,0.0,0.0,0.0,284482.0,0.0,0.0
