IATA,Airport,Location,Area,Passenger Role,2010,2011,2012,2013,2014,2015,2016,2017
SUV,Nausori International Airport,Suva,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVD,Argyle International Airport,Kingstown,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVG,Stavanger Airport,Stavanger,nordics,Medium,0.0,0.0,0.0,0.0,0.0,4501368.0,4193665.0,0.0
SVO,Sheremetyevo International Airport,Moscow,russia,Large,19123007.0,22351317.0,26032975.0,29256226.0,31259662.0,31612000.0,33679052.0,39641443.0
SVQ,Seville Airport,Seville,spain,Medium,0.0,0.0,0.0,0.0,0.0,4308852.0,0.0,0.0
SVX,Koltsovo International Airport,Yekaterinburg,russia,Medium,0.0,0.0,0.0,0.0,0.0,4247541.0,0.0,0.0
SWA,Jieyang Chaoshan International Airport,Jieyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWF,Stewart International Airport,Newburgh,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448698.0
SXB,Strasbourg Airport,Strasbourg,france,Small,0.0,0.0,0.0,0.0,1167612.0,0.0,0.0,0.0
SXF,Berlin Schönefeld Airport,Berlin,germany,Medium,7297911.0,7113989.0,7097274.0,6727306.0,7292517.0,8526268.0,11652922.0,12865315.0
SXM,Princess Juliana International Airport,Philipsburg,carribean,Small,0.0,0.0,0.0,0.0,0.0,1645105.0,0.0,0.0
SXR,Srinagar Airport,Srinagar,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYD,Sydney Airport,Sydney,oceania,Large,35991917.0,36022614.0,37342798.0,38254039.0,38863380.0,39914103.0,41985810.0,41870000.0
SYR,Syracuse Hancock International Airport,Syracuse,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYX,Sanya Phoenix International Airport,Sanya,east_asia,Medium,0.0,0.0,0.0,0.0,0.0,0.0,17370000.0,0.0
SYZ,Shiraz International Airport,Shiraz,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZB,Sultan Abdul Aziz Shah Airport,Subang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZF,Samsun-Çarşamba Airport,Samsun,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZG,Salzburg Airport,Salzburg,austria,Small,0.0,0.0,0.0,0.0,1819520.0,0.0,0.0,0.0
SZX,Shenzhen Bao'an International Airport,Shenzhen,east_asia,Large,26713610.0,28245745.0,29569725.0,32268457.0,36272701.0,39721619.0,41975090.0,45610651.0
SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAB,Arthur Napoleon Raymond Robinson International Airport (formerly Crown Point International Airport),Tobago,carribean,Small,0.0,0.0,0.0,0.0,0.0,739622.0,0.0,0.0
TAE,Daegu Airport,Daegu,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAG,Panglao Island International Airport,Panglao Island,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAM,General Francisco Javier Mina International Airport,Tampico,north_america,Small,0.0,0.0,0.0,0.0,688893.0,763744.0,0.0,0.0
TAO,Qingdao liuting International Airport,Qingdao,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAS,Tashkent International Airport,Tashkent,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAT,Poprad-Tatry Airport,Poprad,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAY,Tartu Airport,Tartu,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBJ,Tabarka–Aïn Draham International Airport,Tabarka,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBS,Tbilisi International Airport,Tbilisi,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBU,Fuaʻamotu International Airport,Nukuʻalofa,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBZ,Tabriz International Airport,Tabriz,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP,Taba International Airport,Taba,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TER,Terceira Airport,Terceira Island,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TET,Chingozi Airport,Tete,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFN,Tenerife North Airport,Tenerife,spain,Medium,0.0,0.0,0.0,0.0,0.0,3815315.0,0.0,4704863.0
TFS,Tenerife South Airport,Tenerife,spain,Medium,0.0,0.0,0.0,0.0,0.0,9117637.0,0.0,11249327.0
TGD,Podgorica Airport,Podgorica,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGU,Toncontin International Airport,Tegucigalpa,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez,north_america,Small,0.0,0.0,0.0,0.0,928243.0,1121332.0,0.0,0.0
THQ,Tianshui Airport,Tianshui,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THR,Mehrabad International Airport,Mehrabad,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIA,Tirana International Airport Nënë Tereza,Tirana,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIJ,Gral. Abelardo L. Rodríguez International Airport,Tijuana,north_america,Medium,0.0,0.0,0.0,0.0,4387800.0,4853797.0,0.0,0.0
TIP,Tripoli International Airport,Tripoli,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIQ,Tinian International Airport,Tinian Island,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIR,Tirupati Airport,Tirupati,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIV,Tivat Airport,Tivat,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJM,Roshchino International Airport,Tyumen,russia,Small,0.0,0.0,0.0,0.0,0.0,1399264.0,0.0,0.0
TKK,Chuuk International Airport,Chuuk,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKU,Turku Airport,Turku,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,312105.0,0.0,0.0
TLC,Lic. Adolfo López Mateos International Airport,Toluca,north_america,Small,0.0,0.0,0.0,0.0,0.0,877868.0,0.0,0.0
TLE,Toliara Airport,Toliara,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLH,Tallahassee International Airport,Tallahassee,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLL,Lennart Meri Tallinn Airport,Tallinn,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLM,Zenata Airport,Tlemcen,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLN,Hyères Le Palyvestre Airport,Toulon,france,Small,0.0,0.0,0.0,0.0,550768.0,0.0,0.0,0.0
TLS,Blagnac Airport,Toulouse,france,Medium,6405906.0,6988140.0,7559350.0,7567634.0,7517736.0,7669064.0,0.0,0.0
TLV,Ben Gurion Airport,Greater Tel Aviv,middle_east,Large,0.0,0.0,0.0,0.0,0.0,0.0,17936810.0,20781226.0
TML,Tamale Airport,Tamale,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMM,Toamasina Airport,Toamasina,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMP,Tampere-Pirkkala Airport,Tampere,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,357082.0,0.0,0.0
TMR,Tamanrasset Airport,Tamanrasset,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMS,São Tomé International Airport,São Tomé,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNA,Jinan Yaoqiang International Airport,Jinan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNG,Tangier-Boukhalef Airport,Tangier,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNR,Ivato International Airport,Antananarivo,southern_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,833824.0,0.0
TOE,Nefta International Airport,Tozeur,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOF,Bogashevo Airport,Tomsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,226328.0,0.0,0.0
TOS,Tromsø Airport,Tromsø,nordics,Small,0.0,0.0,0.0,0.0,0.0,2009146.0,0.0,0.0
TPA,Tampa International Airport,Tampa,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18815425.0
TPE,Taiwan Taoyuan International Airport,Taoyuan,east_asia,Large,0.0,0.0,0.0,0.0,35804465.0,38473333.0,42296322.0,44878703.0
TPS,Vincenzo Florio Airport,Trapani,italy,Small,0.0,0.0,0.0,0.0,0.0,1586992.0,0.0,0.0
TRC,Francisco Sarabia International Airport,Torreón,north_america,Small,0.0,0.0,0.0,0.0,523783.0,556449.0,0.0,0.0
TRD,Trondheim Airport,Trondheim,nordics,Medium,0.0,0.0,0.0,0.0,0.0,4352721.0,4417490.0,0.0
TRF,Sandefjord Airport,Oslo,nordics,Small,0.0,0.0,0.0,0.0,0.0,1542541.0,0.0,0.0
TRN,Caselle Airport,Turin,italy,Medium,0.0,0.0,0.0,0.0,0.0,3666582.0,0.0,0.0
TRS,Friuli Venezia Giulia Airport,Trieste,italy,Small,0.0,0.0,0.0,0.0,0.0,741776.0,0.0,0.0
TRV,Trivandrum International Airport,Trivandrum,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRW,Bonriki International Airport,Tarawa,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRZ,Tiruchirappalli International Airport,Trichy,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSA,Taipei Songshan Airport,Taipei,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSE,Astana International Airport,Astana,central_asia,Small,0.0,0.0,0.0,0.0,0.0,3366560.0,0.0,0.0
TSN,Tianjin Binhai International Airport,Tianjin,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21005001.0
TSR,Traian Vuia International Airport,Timișoara,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSV,Townsville International Airport,Townsville,oceania,Small,0.0,0.0,0.0,0.0,0.0,1664089.0,0.0,0.0
TTU,Sania Ramel Airport,Tetouan,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUA,Teniente Coronel Luis a Mantilla International Airport,Tulcán,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUF,Tours Loire Valley Airport,Tours,france,Non-Hub,0.0,0.0,0.0,0.0,184122.0,0.0,0.0,0.0
TUK,Turbat International Airport,Turbat,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,Carthage International Airport,Tunis,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXL,Berlin Tegel Airport,Berlin,germany,Large,15025600.0,16919820.0,18164203.0,19591838.0,20688016.0,21005215.0,21253959.0,20460688.0
TYN,Taiyuan Wusu International Airport,Taiyuan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZL,Tuzla International Airport,Tuzla,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZX,Trabzon Airport,Trabzon,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAK,Narsarsuaq Airport,Narsarsuaq,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UET,Quetta International Airport,Quetta,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFA,Ufa International Airport,Ufa,russia,Small,0.0,0.0,0.0,0.0,0.0,2313358.0,0.0,0.0
UIO,Mariscal Sucre International Airport,Quito,south_america,Medium,5000500.0,5120000.0,0.0,5800000.0,0.0,0.0,0.0,0.0
ULN,Chinggis Khaan International Airport,Ulan Bator,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULY,Ulyanovsk Vostochny Airport,Ulyanovsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UME,Umeå Airport,Umeå,nordics,Small,0.0,0.0,0.0,0.0,0.0,1047081.0,0.0,0.0
UPG,Hasanuddin International Airport,Makassar,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPN,Uruapan International Airport,Uruapan,north_america,Non-Hub,0.0,0.0,0.0,0.0,106949.0,110067.0,0.0,0.0
URA,Oral Ak Zhol Airport,Oral,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URC,Ürümqi Diwopu International Airport,Ürümqi,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20200800.0,21500901.0
URS,Kursk Vostochny Airport,Kursk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URT,Surat Thani Airport,Surat Thani Province,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USH,Ushuaia International Airport,Ushuaia,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USM,Samui Airport,Ko Samui,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTH,Udon Thani International Airport,Udon Thani,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTP,U-Tapao International Airport,Rayong and Pattaya,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UUD,Baikal International Airport,Ulan-Ude,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,russia,Small,0.0,0.0,0.0,0.0,0.0,849184.0,0.0,0.0
UVF,Hewanorra International Airport,Vieux Fort Quarter,carribean,Small,0.0,0.0,0.0,0.0,0.0,620401.0,0.0,0.0
VAA,Vaasa Airport,Vaasa,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,282437.0,0.0,0.0
VAR,Varna Airport,Varna,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAV,Vava'u International Airport,Vavaʻu,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBS,Brescia Airport,Brescia,italy,Non-Hub,0.0,0.0,0.0,0.0,0.0,7744.0,0.0,0.0
VBY,Visby Airport,Visby,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,431430.0,0.0,0.0
VCA,Can Tho International Airport,Can Tho,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCE,Venice Marco Polo Airport,Venice,italy,Medium,6854595.0,8584651.0,8188455.0,8403790.0,8475188.0,8751028.0,9624748.0,10371380.0
VCL,Chu Lai International Airport,Quảng Nam,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCP,Viracopos International Airport,Campinas,south_america,Medium,5430066.0,7568384.0,0.0,9295349.0,0.0,10324658.0,0.0,0.0
VDA,Ovda International Airport,Negev,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,General Heriberto Jara International Airport,Veracruz,north_america,Small,0.0,0.0,0.0,0.0,1157522.0,1249914.0,0.0,0.0
VFA,Victoria Falls Airport,Victoria Falls,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGA,Nandamuri Taraka Rama Rao-Amaravati International Airport,Vijayawada,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIE,Vienna International Airport,Vienna,austria,Large,19691206.0,21106292.0,22165794.0,21999926.0,22483158.0,22775054.0,23352016.0,24392805.0
VIL,Dakhla Airport,Dakhla,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIX,Eurico de Aguiar Salles Airport,Vitória,south_america,Medium,0.0,0.0,0.0,0.0,0.0,3583875.0,0.0,0.0
VKO,Vnukovo Airport,Moscow,russia,Medium,0.0,0.0,0.0,0.0,0.0,15815129.0,0.0,0.0
VLC,Valencia Airport,Valencia,spain,Medium,4934268.0,4979511.0,4752020.0,4618072.0,4597095.0,5055127.0,5799104.0,6745394.0
VLI,Bauerfield International Airport,Port Vila,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLL,Valladolid Airport,Valladolid,spain,Non-Hub,0.0,0.0,0.0,0.0,0.0,218293.0,0.0,0.0
VLN,Arturo Michelena International Airport,Valencia,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNO,Vilnius International Airport,Vilnius,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,Lal Bahadur Shastri International Airport,Varanasi,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNT,Ventspils International Airport,Ventspils,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNX,Vilankulo Airport,Vilankulo,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOG,Volgograd International Airport,Volgograd,russia,Small,0.0,0.0,0.0,0.0,0.0,901522.0,0.0,0.0
VOL,Nea Anchialos National Airport,Volos,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,24697.0,0.0,0.0
VOZ,Voronezh International Airport,Voronezh,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,455078.0,0.0,0.0
VRA,Juan Gualberto Gómez Airport,Varadero,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRN,Verona Airport,Verona,italy,Small,0.0,0.0,0.0,0.0,0.0,2591255.0,0.0,0.0
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,north_america,Small,0.0,0.0,0.0,0.0,1121365.0,1273140.0,0.0,0.0
VST,Stockholm-Västerås Airport,Stockholm,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,113723.0,0.0,0.0
VTE,Wattay International Airport,Vientiane,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTZ,Visakhapatnam Airport,Visakhapatnam,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVI,Viru Viru International Airport,Santa Cruz de la Sierra,south_america,Small,0.0,0.0,0.0,0.0,0.0,1716358.0,0.0,0.0
VVO,Vladivostok International Airport,Vladivostok,russia,Small,0.0,0.0,0.0,0.0,0.0,1698000.0,0.0,0.0
VXE,Cesária Évora Airport,Sao Vicente Island,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VXO,Växjö Airport,Växjö,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,185980.0,0.0,0.0
WAW,Frédéric Chopin Airport,Warsaw,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDH,Hosea Kutako International Airport,Windhoek,southern_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,773721.0,0.0
WEH,Weihai International Airport,Weihai,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WLG,Wellington International Airport,Wellington,oceania,Medium,0.0,0.0,0.0,0.0,0.0,5457279.0,0.0,6049194.0
WLS,Hihifo Airport,Wallis,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMI,Modlin Airport,Warsaw,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNZ,Wenzhou Yongqiang Airport,Wenzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRO,Copernicus Airport Wrocław,Wrocław,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUH,Wuhan Tianhe International Airport,Wuhan,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20771000.0,23129400.0
WUX,Sunan Shuofang International Airport,Wuxi,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WVB,Walvis Bay Airport,Walvis Bay,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBJ,Birjand International Airport,Birjand,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCH,Christmas Island Airport,Christmas Island,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCR,Châlons Vatry Airport,Châlons-en-Champagne,france,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFN,Xiangyang Airport,Xiangyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIC,Xichang Qingshan Airport,Xichang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIY,Xi'an Xianyang International Airport,Xi'an,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,36994300.0,41857229.0
XMN,Xiamen Gaoqi International Airport,Xiamen,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,22737000.0,24485239.0
XNN,Xining Caojiabao Airport,Xining,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRY,Jerez Airport,Jerez de la Frontera,spain,Small,0.0,0.0,0.0,0.0,0.0,823177.0,0.0,0.0
XUZ,Xuzhou Guanyin Airport,Xuzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAP,Yap International Airport,Yap,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEG,Edmonton International Airport,Edmonton,north_america,Medium,0.0,0.0,0.0,0.0,8240161.0,7981074.0,0.0,0.0
YEI,Yenişehir Airport,Bursa,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YFB,Iqaluit Airport,Iqaluit,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YHM,John C. Munro Hamilton International Airport,Hamilton,north_america,Non-Hub,0.0,0.0,0.0,0.0,332378.0,0.0,0.0,0.0
YHZ,Halifax Stanfield International Airport,Halifax,north_america,Medium,0.0,0.0,0.0,0.0,3663039.0,3702705.0,0.0,0.0
YKS,Yakutsk Airport,Yakutsk,russia,Small,0.0,0.0,0.0,0.0,0.0,871875.0,0.0,0.0
YLW,Kelowna International Airport,Kelowna,north_america,Small,0.0,0.0,0.0,0.0,1602899.0,1593606.0,0.0,0.0
YMX,Montreal-Mirabel International Airport,Montreal,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNJ,Yanji Airport,Yanji,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNT,Yantai Penglai International Airport,Yantai,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNY,Yangyang International Airport,Yangyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNZ,Yancheng Nanyang Airport,Yancheng,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,north_america,Medium,0.0,0.0,0.0,0.0,4616448.0,4656360.0,0.0,0.0
YQB,Quebec/Jean Lesage International Airport,Quebec City,north_america,Small,0.0,0.0,0.0,0.0,1574699.0,1584713.0,0.0,0.0
YQM,Greater Moncton International Airport,Moncton,north_america,Small,0.0,0.0,0.0,0.0,677159.0,0.0,0.0,0.0
YQR,Regina International Airport,Regina,north_america,Small,0.0,0.0,0.0,0.0,1262577.0,1255957.0,0.0,0.0
YQT,Thunder Bay International Airport,Thunder Bay,north_america,Small,0.0,0.0,0.0,0.0,739837.0,772000.0,0.0,0.0
YQX,Gander International Airport,Gander,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTZ,Billy Bishop Toronto City Airport,Toronto (Toronto island),north_america,Small,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0
YUL,Montreal-Pierre Elliott Trudeau International Airport,Montreal,north_america,Medium,0.0,0.0,0.0,0.0,14840067.0,15517382.0,0.0,0.0
YVR,Vancouver International Airport,Vancouver,north_america,Large,0.0,0.0,0.0,0.0,19358203.0,20315978.0,0.0,22288522.0
YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,north_america,Medium,0.0,0.0,0.0,0.0,3669797.0,3778035.0,0.0,0.0
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,north_america,Small,0.0,0.0,0.0,0.0,1484615.0,1443446.0,0.0,0.0
YXY,Erik Nielsen Whitehorse International Airport,Whitehorse,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YYC,Calgary International Airport,Calgary,north_america,Medium,0.0,0.0,0.0,0.0,15261108.0,15475759.0,0.0,15475759.0
YYJ,Victoria International Airport,Victoria,north_america,Small,0.0,0.0,0.0,0.0,1650904.0,1710825.0,0.0,0.0
YYT,St. John's International Airport,St. John's,north_america,Small,0.0,0.0,0.0,0.0,1600000.0,1536000.0,0.0,0.0
YYZ,Toronto Pearson International Airport,Toronto (Mississauga),north_america,Large,31937895.0,33434199.0,34912456.0,36037962.0,38569088.0,41036847.0,44335198.0,44335198.0
YZY,Zhangye Ganzhou Airport,Zhangye,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAD,Zadar Airport,Zadar,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAG,Franjo Tuđman Airport,Zagreb,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAM,Zamboanga International Airport,Zamboanga City,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAZ,Zaragoza Airport,Zaragoza,spain,Non-Hub,0.0,0.0,0.0,0.0,0.0,423873.0,0.0,0.0
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,north_america,Non-Hub,0.0,0.0,0.0,0.0,284625.0,320065.0,0.0,0.0
ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,north_america,Small,0.0,0.0,0.0,0.0,508065.0,562099.0,0.0,0.0
